projectId,orgName,foundation
59295005-33de-4665-82b5-d315d108da31,Kyverno,CNCF
8b8276b1-cb02-48e5-885b-31c59592ee1b,Kyverno,CNCF
e2d82cb0-f150-4a25-b96d-8fd4d255fd96,Kyverno,CNCF
fdaeb9be-5863-4cfa-937d-b5f1fc044f40,Kyverno,CNCF
cabb007c-5669-4b16-8778-36d995a71591,Kyverno,CNCF
e4be265d-fa05-46b7-8fad-2585b6a76082,Kyverno,CNCF
f1041093-65f3-4169-8c70-187a0f286aa4,Kyverno,CNCF
5eb8e708-86e6-4650-b5ed-1614f1cbfc0e,Kyverno,CNCF
e1ff5120-32e4-44a8-a1be-4e0717ef9ad6,Linkerd,CNCF
0dd36ed5-4c92-4fb3-b809-bb614261a199,Linkerd,CNCF
ce8883ce-9e32-4337-8fe0-5c51fed758e4,Linkerd,CNCF
d9968740-faa6-4f6a-a943-dc9f427fd81c,Litmuschaos,CNCF
445a6158-3ba7-429e-b0e1-f7417ff9a724,Litmuschaos,CNCF
0b526c4c-a8ed-4a81-a3f1-1c6ebf328977,Litmuschaos,CNCF
b86dbdc2-6bef-41f1-9fc4-c0a354ef3702,Litmuschaos,CNCF
8e9537fe-fdea-4f92-941d-e86d2fcb48ba,Litmuschaos,CNCF
bd6e875a-a64c-4405-af1c-677d8c45014b,Litmuschaos,CNCF
983193ea-9cca-405f-baa5-e6ade4df1ba2,Litmuschaos,CNCF
48008595-14d2-4725-a0dc-15d441568bc2,Litmuschaos,CNCF
e9bf62a9-a7f6-41bb-be7a-e16b7a35a58a,Litmuschaos,CNCF
e10bdb01-ef2b-41c5-9a84-6891ecaf6364,Litmuschaos,CNCF
9ac6f8b4-4f76-41d0-b02b-89c79534e619,Litmuschaos,CNCF
237b7300-d749-4f14-bd4c-9375e5ec39b6,Litmuschaos,CNCF
55d8f0a4-86d5-4a90-890b-e8750a27dc60,Litmuschaos,CNCF
a222f58a-08ee-4727-80c8-41c4d6f5a2a9,Litmuschaos,CNCF
fde90e7f-0410-4b84-ad9c-99f7139267ed,Litmuschaos,CNCF
98777e02-dc5b-4380-b6cb-c57603b56e37,Litmuschaos,CNCF
828a5410-6e18-49a8-986e-0ad2dd5ecfa2,Litmuschaos,CNCF
26377c30-9ffd-41e3-bfea-839bf126f8f6,Meshery,CNCF
bb6cf95e-bbdc-4b50-8446-45507c9e5a6a,Meshery,CNCF
cf4de999-41a9-4769-a298-d7d4b208ab3d,Meshery,CNCF
7e3382be-5d82-443e-b0bc-4dcd2194705d,Meshery,CNCF
73202d21-d4ca-4435-9a73-f326c9b3e796,Meshery,CNCF
62f4866e-9461-490d-890d-9f221a3941b4,Meshery,CNCF
a9113576-7216-46a7-bc9a-f922c1c62f8d,Meshery,CNCF
441ebbbd-8084-4e4c-b072-bc78112502ef,Meshery,CNCF
83c60c5f-3e79-4532-8ee6-1266e30d21e0,Meshery,CNCF
abd10fed-e03f-4425-863e-157accfe354f,Meshery,CNCF
4cca92b8-ede6-4396-8d3f-68cfa2ec911c,Meshery,CNCF
ea439582-8c63-498d-9066-dc563ce1172e,Meshery,CNCF
f4a9804f-2e46-42a4-b2ae-ad3ea7b29734,Meshery,CNCF
796982d7-09b9-40b3-94f2-3b32cdcdfbf6,Meshery,CNCF
2ee7a912-e26e-4602-9dfc-4febe3842df3,Meshery,CNCF
bb8ddf84-31d7-4a89-9e4b-e6aa9601c0db,Meshery,CNCF
005db8db-7efe-4433-9605-91d14174c72c,Meshery,CNCF
a61f6cdb-98b4-43c9-8ca2-ea9bb5d5c470,Meshery,CNCF
aff716df-c257-4ead-8b48-39a3f9272b7f,Meshery,CNCF
7ec5139b-fca8-43db-bafc-bdb2faa58047,Meshery,CNCF
8e1ab317-9043-4f29-8b83-9b9ffa2b8b40,Meshery,CNCF
9dc784dd-dbfb-4d60-81ce-4da95e0b48a0,Meshery,CNCF
c98d0652-03c1-4409-bf1c-7240a4947d39,Meshery,CNCF
7592d7db-5517-445b-95e8-14144c49e9b1,Meshery,CNCF
9faff011-1027-49c0-aa37-8d5be7208d6f,Meshery,CNCF
1d6304a1-12a5-449a-8fd3-436be9756b09,Meshery,CNCF
da75a8fa-0174-47f2-a5be-0a31c62b053f,Meshery,CNCF
1b766ba2-3de6-4eb4-8e0d-f79105b000b0,Microcks,CNCF
04da9d38-b9f8-435f-9200-8359f55ccf92,Microcks,CNCF
6b4c516d-fc01-4ab3-8147-13273fcde76b,Microcks,CNCF
0c667baa-94bf-405c-ada6-c2bea3bf3e56,Microcks,CNCF
7ceac2ef-6290-4e2a-87aa-db93d909b27b,Microcks,CNCF
51c0d803-95ea-48c1-b966-5946b8599662,Microcks,CNCF
faccb875-1d96-44f5-aef7-95c53403d636,Microcks,CNCF
127da817-037b-4225-83a6-3a3eeea8b421,Nats,CNCF
06774504-da91-469e-89f9-14fb18b6e0d8,Notary,CNCF
007ca3e9-c121-4428-8e63-57bc0418e98a,Notary,CNCF
9710c834-913d-487d-9ebf-8205cdf48ab4,Notary,CNCF
9749bc0a-04c9-498d-a16c-e66c0930e819,Oras,CNCF
5d331c88-fc2d-4635-a92c-5d25fb42f47d,Oras,CNCF
7f633ade-64f5-477c-bcbe-7b6693329c63,Oras,CNCF
2314fcc1-f09b-4dab-90fb-d0ef092b6c0e,Oras,CNCF
d797e3e7-a036-4aa1-831a-fd06b00ed316,Openebs,CNCF
927caaff-2278-4c56-92f5-4b22d0e2c24f,Openebs,CNCF
ca619db0-1b2d-4fbb-a9a7-d4d24c4340c3,Openebs,CNCF
35b9d57a-fc2c-4b49-a5b3-9a5cf74af66c,Openebs,CNCF
7cd6af42-6f86-4a77-a077-304dc7d82134,Openebs,CNCF
64e3add3-060b-4ffa-9408-1289e2f2fdc5,Openebs,CNCF
947885e1-6b32-4b3c-85cb-955cb617237e,Openelb,CNCF
b97a815b-6900-4a3e-a4af-7460551f933c,Openelb,CNCF
d3a1507a-b132-4c7c-aead-dfe78fd34eb8,Openkruise,CNCF
4d241a4b-e568-4033-8f08-72b0cac60311,Openkruise,CNCF
3967228d-75a7-4963-b092-f2e92fcd57c8,Openkruise,CNCF
82bfa5b9-67a9-41ce-ba8b-f027cda4521e,Openkruise,CNCF
f603a2e7-9af2-40b2-a74f-109cad843de1,Openkruise,CNCF
9e0f01ab-615f-44ed-b65b-0f1296037a48,Openkruise,CNCF
766ae869-a807-470c-aec2-e63ead04e0e2,Openkruise,CNCF
8c1ba948-5237-4bae-9dd2-ee9580b5a018,Prometheus,CNCF
b9a0e569-0f73-40dc-94d2-8dc3d376dbc6,Prometheus,CNCF
47603a7d-4dc7-48f0-968f-21c2f18f4e3c,Prometheus,CNCF
454caa5a-6fd5-4e27-bde4-7649abf6d8ca,Prometheus,CNCF
0462446f-aeea-4a19-9bd6-f4241ee5e8f2,Prometheus,CNCF
3fa26f90-87aa-46a4-80f9-00195ae276e8,Prometheus,CNCF
36e3f336-ce78-4074-b833-012015eb59be,Prometheus,CNCF
5c4a200d-b81e-4332-bea6-50120fbf28b4,Spiffe/Spire,CNCF
8c85a570-d5bf-4fc8-a2a8-1325010e528d,Sample Project,CNCF
8b542e66-e8e7-44fa-bb64-4ef88f815eb1,Service Mesh Interface,CNCF
74cd9106-ed71-427c-a4ec-1dafe39a73c9,Service Mesh Interface,CNCF
9959277e-eefc-4c88-83b6-e8c4b011d557,Service Mesh Performance,CNCF
2597fc3d-eb2c-411f-b02d-940c8347328d,Service Mesh Performance,CNCF
f0add302-47e2-4918-ba86-7a3570b3540c,Service Mesh Performance,CNCF
2c4510d6-7b73-4082-a3f4-209f61767263,Service Mesh Performance,CNCF
c605139b-8736-477a-835a-c6b45112bee4,Service Mesh Performance,CNCF
2ba7b837-6385-46d7-9bdd-f8f5d4d570c5,Service Mesh Performance,CNCF
bad94872-bd61-4960-915a-ea1945ddd15c,Service Mesh Performance,CNCF
4735d0fa-229f-43e7-9415-dff9220bf687,Service Mesh Performance,CNCF
cf992af8-6102-4c2d-8394-c3462112e39f,Service Mesh Performance,CNCF
8d301adf-94d8-4e5d-821d-f904ed15c3f9,Strimzi,CNCF
2f5582f4-6cfa-41af-88d2-2bfdd8768756,Tag Contributor Strategy,CNCF
632ab03f-a970-44ce-b451-fac0a7349f71,Tag Contributor Strategy,CNCF
df449a23-ac20-4ee9-8a2c-e0e5d08ba727,Tag Network And Observability,CNCF
5c1b69c5-2315-4ec2-8883-7d59f1650a11,Tag Network,CNCF
bec63054-bc32-4444-b6c5-2b427f527e16,Tag Network,CNCF
1e9ac76e-0434-45fc-8137-fc5698f29cd0,Tag Network,CNCF
9a276131-1dd9-4816-8518-3da2ce9b6fb1,Tag Network,CNCF
1a620529-f2be-4a6f-8b4d-0562731cb840,Tag Network,CNCF
e35f28f9-f333-47a8-a76a-119567cf10ca,Tuf,CNCF
ea1a5098-29ce-4799-82e0-07416ab4b56a,Tuf,CNCF
ca622980-cc8c-4f18-8a74-b9a7b4b49e3a,Testgrid,CNCF
05b3d261-f874-4b8c-bd7e-c4fa83c979b4,Thanos Compactor,CNCF
ea9d68a3-7201-4395-a6bc-66ccd939f9ee,Thanos,CNCF
4c06915e-8e72-4321-95c5-ed0ee9428a32,Thanos,CNCF
a0958ddf-1fd6-4c8e-887f-adb28639a9f4,Thanos,CNCF
541a5bb5-09fd-47a9-a244-a65386aa7f7c,Thanos,CNCF
d58c0d26-e276-4ca5-b2ca-21e6582fbcf7,Thanos,CNCF
1953e512-fa8c-4f0e-9b24-0e6c81a7cd39,Thanos,CNCF
5a96f43c-d858-40c2-b556-2770ba6b03d4,Thanos,CNCF
de2d206e-32cc-45da-bc5a-1fbc7bc1f5c8,Thanos,CNCF
32c7f43b-b580-4236-bc8f-dd934a6ea940,Thanos,CNCF
328fcf60-0dd2-425d-93a4-06046e4166fb,Thanos,CNCF
a04cfbe4-4dde-4c7e-8b70-9570639b48a7,Thanos,CNCF
3d6d3534-24e9-4261-9b91-7de3d78554f7,Thanos,CNCF
dbce5279-d029-46f3-b117-9e9dd7f84bd6,Thanos,CNCF
9920021d-11d2-4c7b-9534-c13e1b5660cc,Thanos,CNCF
f0bb4ba5-e7e9-4678-8cd1-75f7a7977381,Tikv,CNCF
1417be44-d2e2-4cdd-8ba7-9de70b87e1a2,Tikv,CNCF
e2496a2f-3068-4f1f-b22a-850f1081d126,Tremor,CNCF
87b2f82c-0783-4962-8931-70e76fd4e93d,Tremor,CNCF
b90f7174-fc53-40bc-b9e2-9905f88c38ff,Tremor,CNCF
187dd140-0a0b-44f0-b5b8-23910692c1cf,Tremor,CNCF
4e30e06e-1e2e-4f0b-b618-834599446c0c,Tremor,CNCF
1218d516-45af-46a3-977b-e5a9de818cec,Tremor,CNCF
04fda726-ab2a-4111-aaf2-3ec7b95771e5,Tremor,CNCF
8e429646-09ee-4579-8ed8-0acae0a53d9c,Tremor,CNCF
8e98bdb5-a131-4298-a195-31962d1a8564,Tremor,CNCF
bc94a28d-ca38-4df1-9a19-7bee42efa08c,Vitess,CNCF
759a56fe-5e07-4078-9ad9-165ae85a0939,Vitess,CNCF
75533c12-1487-40b0-858c-42babeabf782,Vitess,CNCF
d338ee93-e767-4f44-a0ea-02dbf803a55a,Vitess,CNCF
51f85b18-1184-443c-9e9a-5f00d9cd5040,Vitess,CNCF
57c710e5-4498-48f1-a2ab-b920183b4982,Vitess,CNCF
1e395914-9adb-4254-a02d-08e6e03e3b93,Vitess,CNCF
10d70edd-60ec-409b-8801-0fb752501b12,Vitess,CNCF
077e714c-63ad-477d-8124-e879a7ea8fe2,Vitess,CNCF
2bb1bdc0-3fd7-4537-b44f-9afde27ed9fe,Vitess,CNCF
b903d812-c3ff-47bf-8626-0b9274fec742,Vitess,CNCF
efed074b-3c68-4337-90ab-2a3f2d15c836,Vitess,CNCF
29ec853c-3ab9-4457-ac91-d273fa073d49,Vitess,CNCF
cba8a6c6-4b09-4618-98f7-bf24391e8c9e,Vitess,CNCF
8299d27a-9e36-4de6-abbc-c9282634ee03,Vitess,CNCF
757e329b-0083-4720-bd96-8bbbd6a7aeb3,Volcano,CNCF
2ceeee35-a85d-4768-9f22-d22838e27cd5,Volcano,CNCF
ffbb6bb3-b9d1-4e96-9f72-4a0566f6b0c3,Volcano,CNCF
607246c3-f48b-446c-a7cc-10c0068c553f,Volcano,CNCF
2fa8d7b8-01fa-4375-b3a8-1b626348fedd,Volcano,CNCF
4dc62372-c04f-432f-847c-2cddd2cf786a,Volcano,CNCF
c6dff087-9b4d-4ff5-865d-abd876974534,Volcano,CNCF
d5a09dfc-c4cc-4733-8c4c-ff3aab2e3688,Volcano,CNCF
9f0d56c0-9781-4912-988f-86443b0dd161,Volcano,CNCF
2d07fac8-9206-4299-a9fe-a55f366a38f3,Volcano,CNCF
02972292-469d-431a-96be-149a04ea2746,Volcano,CNCF
79b69ae1-0ce4-46a6-affe-6338022ff40a,Volcano,CNCF
438c1fec-d3d3-4ab0-82ce-499993f8b681,Volcano,CNCF
8d1c8ff1-24da-4839-9072-3a6070eeb482,Volcano,CNCF
3c2d290a-6e93-4185-88f5-56736365fe85,Volcano,CNCF
132a4971-6969-4ca6-a695-783ece3ac768,Volcano,CNCF
a785c059-fb70-41aa-88a2-62692ab2ca98,Volcano,CNCF
e4e6d486-e6df-475d-8074-a363d0361076,Wasmedge,CNCF
55c226fe-d119-4b2c-aba0-e7415867f6e5,Wasmedge,CNCF
5ba528fe-9704-4e11-b46d-607a5ad1e838,Wasmedge,CNCF
75feef58-e372-4797-846a-c6a5d6087a19,Wasmedge,CNCF
0a4e08a1-3404-46fc-b0d0-5117ec4ec119,Wasmedge,CNCF
7909e713-a081-49d9-b14e-4ee5a36e0e97,Wasmedge,CNCF
d52d172e-598d-4817-be97-3338d5b96432,Wasmedge,CNCF
824beced-74a9-4b65-9db3-c20589b9d0f6,Wasmedge,CNCF
79119ceb-7c52-4b9f-b1f2-694b9d1117e3,Wasmedge,CNCF
97f77900-7f5c-45e4-9b0c-638c2db6a8e4,Wasmedge,CNCF
626ca1e4-9869-4401-8e45-68041ebc98cf,Wasmedge,CNCF
4fe23ece-633c-488a-93a4-0501cae5a6f5,Wasmedge,CNCF
395d3659-e7c2-413f-8f95-42d079c9d0bc,Wasmedge,CNCF
16b35930-5b29-43af-b02c-cdf851069c85,Wasmedge,CNCF
a5c2cc3e-a8fe-4fcb-b74f-be74b65a6385,Wasmedge,CNCF
4853174a-267d-4cd4-a62d-6e68d0c338b1,Wasmedge,CNCF
17fc622c-5674-4381-b597-2f49409fda01,Wasmedge,CNCF
d01efa41-87a7-4f34-adfe-63c7bab7c1ca,Wasmedge,CNCF
4a8a4f26-0ca9-4517-8cce-582c92092e33,Wasmedge,CNCF
484542b0-84d6-43e3-b3fe-16fb2624f1b2,Wasmedge,CNCF
232a19f2-40de-4dfa-8966-2c1586bc6ecc,Wasmedge,CNCF
884ff3f2-3ea3-4010-8928-ca27bbae219a,Wasmedge,CNCF
2d95e888-ef43-4710-b505-56b3682d5741,Wasmedge,CNCF
90e18b5c-0ac5-4b24-aa06-ca7affc4da7e,Wasmedge,CNCF
9101857e-88c7-4fd9-b166-a18cf698003a,Wasmedge,CNCF
61014739-ac16-4188-bdab-c87c0a502470,Wasmedge,CNCF
da1162c6-2aaf-496f-9f23-a96a3e52c277,Wasmedge,CNCF
2ebb39fd-3497-44f3-90d7-e95b444b2bc8,Wasmedge,CNCF
c96de5c4-e1c3-4a02-a18a-65507d1cb675,Wasmedge,CNCF
1d5d1fcd-b671-4367-b6db-13ef263aece1,Wasmedge,CNCF
74cecdf7-e886-4830-8bb0-7814f0d1aa2d,Wasmedge,CNCF
abfb7093-b057-40da-8be1-c67bd8839698,In-Toto,CNCF
34314eb1-0fc3-4802-ab04-2265418c2e48,In-Toto,CNCF
fd34fe37-e736-47bb-b0d5-54a2a0d9875a,In-Toto,CNCF
9ddced83-279c-460d-869a-3f92e9c98c2c,Cncf,CNCF
de95a031-903b-4129-b34f-f39611fd176c,Cncf,CNCF
94852601-29c2-480a-9f26-8a2c850e1d66,Cobol Modernization,Linux Foundation
1866546e-6945-4388-bbdc-76a6e6570c23,Cobol Programming Course Updates,Linux Foundation
6ebebb1c-11f2-43e1-a9ce-14eb8513d1a0,Cache Architecture Between Gowin'S Risc-V Processor Ip Cores And Gowin'S Embedded Psram Controller I,Linux Foundation
a6d039f1-dd0b-4de9-8856-1e4da596b293,Cloud-Native O-Ran,Linux Foundation
450c99f1-edd7-49bc-8a3f-e27c0cd0377d,Cloudforet Nhn Cloud Plugin Development - Unpaid 2024 Mentorship Program,Linux Foundation
2906237a-5d0f-48b4-90a1-cb8ad0fd0d25,Cloudforet Plugin Development - Unpaid 2023 Mentorship Program,Linux Foundation
45320aba-558a-4660-ab0a-0770f06b856a,Compressed Instructions For Serv,Linux Foundation
6705be57-130f-43f5-ba80-11605ffdb1f9,Coredns,Linux Foundation
38bb5e81-2bca-42f5-b31d-3bcd2da732d3,Cortex,Linux Foundation
d55dab3b-6a0c-4b80-8534-207337ce3c9b,Developing Risc-V With Next Generation Arithmetic  Capabilities,Linux Foundation
6a442970-08e6-4fc5-a9e9-4e8af8741e64,Kubernetes,CNCF
b96ed4f4-a4e4-477a-abbf-156f417f933e,Environmentally Sensitive Growth Module And Online Courses For Forest Greenhouse Gas Estimates,Linux Foundation
872be524-7465-4639-be88-1b451c581826,Envoy,Linux Foundation
d158a68c-a48d-44b5-885d-f33551348209,Expose And Manage Pci Device Reset,Linux Foundation
75ebb813-9588-4b60-9fe1-258d90788220,Feature Optimizations For Riscv-Ctg  And Riscv-Isac (Riscv Isa Coverag,Linux Foundation
d24ab158-e4e5-4042-91ad-b30ae52941d2,Fluentd,Linux Foundation
4e97be2e-271c-445b-8c5d-a59ac85d35fb,Genevaers Demo System,Linux Foundation
beb4e3a7-fe94-4486-bda2-91c9da5609f2,Hardware Abstraction Layer Transitional Library For Software To Hardware Posits For Risc-V,Linux Foundation
caa4fbba-a157-4d03-a0fd-10b432ec1274,Healthcare-Centric Edge-Ai Development On Rvmcu Architecture,Linux Foundation
b282b36d-dbf4-43df-bb67-7626898176b7,Hypereldger - Support Clique For Besu On Hl Labs Baf,Linux Foundation
f3cedb60-dfb8-41ed-a086-7e0f09a22a77,Hyperledger Fabric,LF Decentralized Trust
f1bab2bd-b96d-4ed4-a6ce-8516d0b91a0d,Automated Fault-Tolerant Htlc For Cross-Chain Atomic Asset Exchange,LF Decentralized Trust
0406b090-f367-45fd-bcf4-56be6004d267,Automated Testing For Climate Emissions Ledger,LF Decentralized Trust
9ac44821-a844-4e8c-b6d3-764788d237a3,Automated Gateways Through Smart Contracts,LF Decentralized Trust
e5096c52-8c4a-422a-8514-966619805a34,Hyperledger Fabric,LF Decentralized Trust
e6802f1d-f8c0-453e-8f3a-6ac87594b97d,Blockchain Network Operation In A Decentralized Way,LF Decentralized Trust
22b0d4e9-5e68-40e2-b5c1-8508a146a624,Cacti - Implement Standardized Secure Asset Transfer Protocol,LF Decentralized Trust
2c3dfc7d-1a30-4e7c-98ea-545f8149cb07,Cacti - Ledger Data Sharing With Proof In Besu And Ethereum,LF Decentralized Trust
07d439ac-2c7d-409c-994a-bcb5ede81c2e,Cross-Chain State Modelling And Analysis,LF Decentralized Trust
48010218-ec43-44ea-aafd-d4b92625df22,Drman Utility To Provision And Administer Did Based Verifiable Credential Registries,LF Decentralized Trust
9621a27e-4e49-4868-8f4d-9444674f9b30,Demonstrate Interoperability Using Hyperledger Bevel And Cactus,LF Decentralized Trust
a30e2f43-9f92-4013-b238-952bd97cb8ea,Deploy Carbon Accounting Network With Bevel,LF Decentralized Trust
10f6c86f-993c-47f3-967c-a10a0d386a8f,Design/Development Of A Mini Game To Explore Decentralized Identity & Payments,LF Decentralized Trust
6290c764-ae84-4b1c-aaf7-8a0b3c72bf88,Developer Marketing,LF Decentralized Trust
bd483044-1a95-4dc0-8c27-7d37fb9f22ee,"Document, Review, And Implement Hyperledger Anoncreds Zkp Cryptographic Primitives",LF Decentralized Trust
18b2b8f1-77aa-4c4e-89ff-e1027c55b7ee,Documentation Standards,LF Decentralized Trust
e62df6a8-66ca-4861-8690-7d0398523be6,Documentation And Use Cases For Climate Action,LF Decentralized Trust
cd5508de-1d5b-47a4-b3c8-823e6efee5cb,Ecosystem Analyst,LF Decentralized Trust
320b069b-f8af-4579-9693-4873fee3c91f,Kubernetes,CNCF
8948ec6e-21ce-44db-a317-3a9b5afb98bb,Hyperledger Fabric,LF Decentralized Trust
6be356a9-f851-463c-ad0b-9f1f629cd540,Hyperledger Fabric,LF Decentralized Trust
10894ab0-eab2-4f14-b1b3-5f354410b48f,Explorer User Interface Redesign,LF Decentralized Trust
9abcdd9a-a3fc-417d-a876-ea862c72e594,Extend Existing Iroha - Cactus Integration,LF Decentralized Trust
d2c4a0c3-1a66-4a1f-8595-ac1ef747eb6e,Extend Secure Did Registry For Hyperledger Frameworks On Github/Gitlab,LF Decentralized Trust
880772af-dafe-4721-9182-168827c22843,Hyperledger Fabric,LF Decentralized Trust
b1fb80d6-730a-4fd6-86c2-34365bea8e85,Gvcr,LF Decentralized Trust
0f909209-0e75-48cf-8ab8-e8e6b04e5db0,"Git Commit Signing With Did'S, Part Deux",LF Decentralized Trust
6ddbd86c-8d00-4eee-9f56-6f69c3b3eaa5,Global Scouting Of Dlt / Blockchain Educational Opportunities,LF Decentralized Trust
f004af8d-b69c-4bb1-ba92-105f751c453a,Hyperledger Fabric,LF Decentralized Trust
d155aa68-9ddf-4c83-a4cd-dbc3a563c84d,Hyperledger Fabric,LF Decentralized Trust
495a745c-5ebc-49a7-8eca-fee07a4618ec,Implement A Cli For Node Interactions In Hyperledger Solang,LF Decentralized Trust
51f4fceb-aeb4-490f-a525-4a547112ebaf,Implement Cross Chain Contract Invocation Using 'Servicemesh' Way,LF Decentralized Trust
f3395b50-c968-459b-b93f-5504fde18b25,Implement Iroha-Cpp Library For Hyperledger Iroha 1,LF Decentralized Trust
d48f755f-598d-4b0f-898e-e1390bec48b1,Kubernetes,CNCF
b78003c5-933e-4885-b576-a0eb55e65b49,Improve User Experience From Getting Started To Continuous Engagement,LF Decentralized Trust
06a25b14-a56e-4294-a89d-05f1dc74106c,Iroha 1,LF Decentralized Trust
cda1496b-0c36-4c1b-98b5-dee5d95f494a,Iroha 2 Dsl,LF Decentralized Trust
8a6b5853-369c-48e6-9445-98520a8c28dc,Iroha 2 Ffi Client Library Bindings,LF Decentralized Trust
24e1907b-c8e0-488c-aa24-1fbddb9df886,Iroha 2 Blockchain Explorer Update,LF Decentralized Trust
2de90ff3-3eea-4f47-b3c7-a452338fb33c,Learning Tokens,LF Decentralized Trust
b9c6ef64-25f2-4be2-94ef-76e8ae7c768e,Learning Tokens @ Hyperledger Besu,LF Decentralized Trust
239f8808-d7de-4a80-a6b6-becc18ab7980,Make Solidity Language Server Functional,LF Decentralized Trust
79ce0bff-4a7c-4377-8d14-b0a347346f9c,Hyperledger Fabric,LF Decentralized Trust
6904ed62-2022-4451-bbc7-6bc0f940586f,Onboarding Mentor And Mentee Program,LF Decentralized Trust
b82f2b67-e509-469f-ad2d-e465053dcdbf,Hyperledger Fabric,LF Decentralized Trust
98abee3b-13e0-44b3-b9a4-fae5d34bb075,Optimising Pipelines Using Github Actions For Caliper And Caliper-Benchmarks,LF Decentralized Trust
fb6dcba3-7359-49f0-96f1-7d2ce4dea3ac,Performance Analysis And Benchmarking Of Besu Using Caliper With Complex Workloads,LF Decentralized Trust
1ef6172d-3ea5-468e-99b2-0dcd05ea719b,Hyperledger Fabric,LF Decentralized Trust
428e6fb1-587d-4ba1-8ceb-fef7d00814ac,Runtime-Checked Automated Programming For Chaincode Development,LF Decentralized Trust
d66a01c0-9e5e-4590-a61c-fff3d1192ef7,Hyperledger Fabric,LF Decentralized Trust
7fbdf9c5-81f3-454e-9ae7-542aa3bf2db7,Solang Solidity Compiler Optimizations And Error Handling,LF Decentralized Trust
22ffa754-28f6-42fb-b8eb-9e2577d01ddf,Hyperledger Fabric,LF Decentralized Trust
f53f3817-c5d4-474d-997f-231b5d243133,Support Nft Standards In Weaver For Cross-Network Asset Operations,LF Decentralized Trust
0e2a5766-9556-4bd6-b3bb-3a7802342485,Technical Deep Dive Workshop Content Creation For Hyperledger Cactus,LF Decentralized Trust
d7f3ec7d-c77b-4bd7-9107-f834434a5722,Telecom Decentralized Identities Network,LF Decentralized Trust
47d16213-d73a-4e24-bf8f-3deaf499d6d4,The Giving Chain,LF Decentralized Trust
d8a154c6-41fb-4733-b3c8-df37796e7fa3,The Use Of Nlp And Dlt To Enable The Digitalization Of Telecom Roaming Agreements,LF Decentralized Trust
7bb815a7-6be1-43d4-b276-33aeb1cf0d82,Towards Blockchain Interoperability,LF Decentralized Trust
c9ad16d3-d79f-4e78-8775-06e238b75914,Visual Studio Code Support For Hyperledger Caliper Artifacts,LF Decentralized Trust
84227d0f-1183-44f5-af4c-4c4138e40e70,Visualization And Analysis Of Cross-Chain Transactions,LF Decentralized Trust
a11b88b0-0947-47d1-8831-1bcee6a9d7a4,Aries-Vcx Based Message Mediator,LF Decentralized Trust
f33e952d-3624-4673-8e9d-27232da6b0a0,Aries-Vcx Next-Gen Mobile Wrapper,LF Decentralized Trust
ebaff150-3c69-4d3e-8ac1-5268b5d4672e,Making Chaincode Fault Tolerant Software,LF Decentralized Trust
0c6383ef-8393-4eba-9c6f-19c60a2682b5,Hyperledger Anoncreds V2 Zkp-Based Credential Revocation Manager Implementation,LF Decentralized Trust
6573e36c-ad4c-4cbd-86ef-5f6699e0ae69,Hyperledger Besu - Create K8 / Openshift Operators,LF Decentralized Trust
24a4cc3c-f120-4abb-b090-bdc38985d7d9,Hyperledger Cacti - Core Operators Modules For Dlts,LF Decentralized Trust
067650de-5dbb-4bbd-a5b3-fc3310fa230f,Hyperledger Cactus - Cactus-Samples - Business Logic Plugins For Hyperledger Cactus,LF Decentralized Trust
d43582b5-21b6-427f-b4cb-bf79afc12b34,Hyperledger Caliper - Declarative Workload Behavior Definition For Hyperledger Caliper,LF Decentralized Trust
692477cb-e620-40fe-b02a-f2a7894db67f,Hyperledger Caliper Documentation Platform Update,LF Decentralized Trust
e267822f-2186-4630-a08e-303cd0710705,Hyperledger Caliper Testability And Robustness Improvement,LF Decentralized Trust
78234cf3-5ff2-41ab-972e-a1688f1a197c,Hyperledger Cello - Operate Blockchain Network In An Efficient Way,LF Decentralized Trust
c13790aa-d331-4c1f-9d21-071eba77229c,Hyperledger Cello - Operate And Govern Blockchain Networks In Decentralized Way,LF Decentralized Trust
f93ac457-60e5-489a-a25c-4be94f4f3d98,Hyperledger Fabric,LF Decentralized Trust
681a70cc-9024-4de8-bdf2-3387a19518f2,Hyperledger Contribution And Community Engagement Video Series Mentorship,LF Decentralized Trust
85add1cb-8721-4715-af1e-d1cc75fe6f73,Hyperledger Fabric,LF Decentralized Trust
6c89d370-df87-4924-bc1e-c5565d592419,Hyperledger Fabric,LF Decentralized Trust
1ccc33e0-ea10-4d82-8032-ae55ce5efec7,Hyperledger Fabric,LF Decentralized Trust
fa5b2116-3ce5-476f-b1c5-4084159eae1a,Hyperledger Fabric,LF Decentralized Trust
b9a12ee5-c6e8-46d0-bab1-19e1340286c3,Hyperledger Fabric,LF Decentralized Trust
a1fc2d2b-8d37-41a8-897d-6f8a01249ddc,Hyperledger Indy -Secure Did Registry On Github/Gitlab For Hyperledger Frameworks,LF Decentralized Trust
f5d19006-91d7-4778-bdc5-2322b7dd0d4a,Hyperledger Indy Read Replica Implementation,LF Decentralized Trust
8ed6015e-d233-4ead-9ec4-1ac88a7d7056,Hyperledger Iroha + Burrow - Extend Existing Solidity Vm Integration,LF Decentralized Trust
